,Heading,Summary,Category,Link,Timestamp
61,"India lodges protest with Pak, says 2 staffers held in illegal custody for 10 hours","India today summoned Charge d' Affaires of Pakistan High Commission Haider Shah and lodged a strong protest with him over the ""abduction and torture"" of two officials of the Indian mission in Islamabad by Pakistani agencies. ""They were kept in illegal custody for more than 10 hours...and were video-graphed and coerced to accept litany of fictitious allegations,"" MEA said.",World,/en/news/india-lodges-protest-with-pak-says-2-staffers-held-in-illegal-custody-for-10-hours-1592328420007,"2020-06-16,Tuesday"
62,"Concerned about LAC violence, urge India & China to exercise maximum restraint: UN","UN chief António Guterres has expressed concern over reports of violence and deaths at the LAC between India and China and urged both sides to exercise ""maximum restraint"". ""We take positive note of reports that the two countries have engaged to de-escalate...situation,"" his spokesperson said. Indian Army said 20 Indian soldiers were martyred in the face-off at Galwan Valley.",World,/en/news/concerned-about-lac-violence-urge-india-china-to-exercise-maximum-restraint-un-1592364639380,"2020-06-17,Wednesday"
63,"Our activities are always within LAC's Indian side, expect same from Chinese side: Govt","The Ministry of External Affairs today said the ""violent face-off"" at Galwan Valley happened as a result of an attempt by the Chinese side to ""unilaterally change status quo there"". It added, ""Given its responsible approach to border management...India is very clear...all its activities are always within the Indian side of LAC. We expect the same of the Chinese side.""",World,/en/news/our-activities-are-always-within-lacs-indian-side-expect-same-from-chinese-side-govt-1592328358613,"2020-06-16,Tuesday"
64,Trump bans police from using chokeholds except when officer's life is at risk,US President Donald Trump on Tuesday signed an executive order on police reforms which bans police officers from using chokeholds except for in instances when their lives are at risk. It also includes creating a database of police officers with a history of using excessive force. The reforms come in the wake of George Floyd's death in police custody. ,World,/en/news/trump-bans-police-from-using-chokeholds-except-when-officers-life-is-at-risk-1592357443554,"2020-06-17,Wednesday"
65,NZ's new coronavirus cases are unacceptable failure of the system: PM,"New Zealand Prime Minister Jacinda Ardern has said the incident that saw two COVID-19 positive women leaving isolation represented ""unacceptable failure of the system"" and it cannot be repeated.  The two women were not tested before they were released on compassionate grounds. Earlier on June 8, New Zealand had declared itself to be free of the coronavirus.",World,/en/news/nzs-new-coronavirus-cases-are-unacceptable-failure-of-the-system-pm-1592385156441,"2020-06-17,Wednesday"
66,'Disinfection tunnel' set up at Putin's residence amid coronavirus spread,"A special disinfection tunnel has been installed at Russian President Vladimir Putin's official Novo-Ogaryovo residence where he receives visitors, amid COVID-19 spread. The demonstration footage of the tunnel, published by state television RIA, showed people being sprayed with disinfectant from the ceiling and from the side. Anyone visiting his residence must pass through it, RIA said.",World,/en/news/disinfection-tunnel-set-up-at-putins-residence-amid-coronavirus-spread-1592385275501,"2020-06-17,Wednesday"
67,Canada-US border closure extended till July 21 amid COVID-19 pandemic,"Canadian Prime Minister Justin Trudeau said that Canada-US border will remain closed to non-essential travel for another 30 days until July 21 amid the coronavirus pandemic. ""This is a measure that will protect people on both sides of the border as we continue to fight COVID-19,"" Trudeau added. Canada has reported over 99,000 cases of coronavirus so far.",World,/en/news/canadaus-border-closure-extended-till-july-21-amid-covid19-pandemic-1592329596084,"2020-06-16,Tuesday"
68,Why is PM Modi silent on clashes at Galwan Valley: Rahul Gandhi,"Congress leader Rahul Gandhi on Wednesday tweeted and asked PM Narendra Modi to tell people about the clashes between Indian and Chinese troops at Galwan Valley. ""Why is the PM silent?...We need to know what has happened. How dare China kill our soldiers?"" he wrote. The Indian Army said on Tuesday that 20 soldiers were martyred in the clashes.",World,/en/news/why-is-pm-modi-silent-on-clashes-at-galwan-valley-rahul-gandhi-1592374374443,"2020-06-17,Wednesday"
69,African nations seek UN inquiry into 'systemic racism' in US: Report,"African countries are lobbying to set up a UN inquiry into ""systemic racism"" and ""police brutality"" in the US and elsewhere, Reuters reported, referring to a draft resolution. The draft resolution aims to defend the rights of people of African descent, it added. The resolution is being drafted amid anti-racism protests globally sparked by George Floyd's death in the US.",World,/en/news/african-nations-seek-un-inquiry-into-systemic-racism-in-us-report-1592322377189,"2020-06-16,Tuesday"
70,US man wanted by FBI held in Indonesia for suspected child sex crimes,"US national Russ Medlin, who is wanted by the FBI over a $722 million bitcoin scam, has been arrested in Indonesia on charges of sexual assault on minors, Indonesian Police said on Tuesday. Medlin was arrested after three minors alleged he paid to have sex with them, they added. Reportedly, Medlin entered Indonesia on a tourist visa last year.",World,/en/news/us-man-wanted-by-fbi-held-in-indonesia-for-suspected-child-sex-crimes-1592326477794,"2020-06-16,Tuesday"
71,Israel's West Bank annexation plan will create 'apartheid': UN experts,"Israel's plan to annex parts of the West Bank is a ""vision of 21st-century apartheid"", a group of independent UN experts said on Tuesday. The annexation would be a ""serious violation"" of the United Nations Charter and the Geneva Conventions, they added. The experts further said that the annexation would intensify human rights violations in the West Bank.",World,/en/news/israels-west-bank-annexation-plan-will-create-apartheid-un-experts-1592328865593,"2020-06-16,Tuesday"
72,New York Police must release body camera footage within 30 days: Mayor,"Mayor of US' New York, Bill de Blasio, has announced that the city's police department must release body-camera footage within 30 days of any gun discharge or use-of-force incident. Footage can no longer be withheld and it will be published online after it's shared with the family, he added. This comes amid protests over George Floyd's death in police custody. ",World,/en/news/new-york-police-must-release-body-camera-footage-within-30-days-mayor-1592328587346,"2020-06-16,Tuesday"
73,Japan 'can't move ahead' with 'costly' US missile defence system: PM,"Japan ""can't move ahead"" with a ""costly"" US missile defence system, Japanese PM Shinzo Abe said on Tuesday. His comments come after Japanese defence minister said that Japan had suspended plans to deploy two Aegis Ashore air defence systems due to technical issues as well as the ""cost"". The defence systems would cost Japan about $4.1 billion over three decades.",World,/en/news/japan-cant-move-ahead-with-costly-us-missile-defence-system-pm-1592327925428,"2020-06-16,Tuesday"
74,France reverses ban on use of chokehold after protests by police,"France has reversed a ban on police using the chokehold when arresting suspects after police unions protested against the decision. The decision to ban the technique was taken amid anti-racism protests in France. The technique would no longer be taught in police schools but could continue to be used with ""restraint and discernment"", National police chief Frédéric Veaux told staff.",World,/en/news/france-reverses-ban-on-use-of-chokehold-after-protests-by-police-1592324216173,"2020-06-16,Tuesday"
75,"Either have guts to write names, or don't write at all: Kriti to media on blind items","Following Sushant Singh Rajput's suicide, actress Kriti Sanon wrote in an Instagram post that there should be rules for journalism. She added, ""Blind items should be banned!...Either have proof and some f**king guts to write the names, or don't write it at all!"" ""You write 'hear-say'...while you've no idea how badly that can affect someone's mind,"" wrote Kriti. ",Entertainment,/en/news/either-have-guts-to-write-names-or-dont-write-at-all-kriti-to-media-on-blind-items-1592386016780,"2020-06-17,Wednesday"
76,"Sushant often felt low, but we don't know why he was depressed: Actor's father","Late actor Sushant Singh Rajput's father, in a statement to police after Sushant's suicide, said his son would often feel ""low"" but the family doesn't know why he was depressed. ""They also didn't mention if they had any suspicion on anyone,"" said a senior Mumbai Police official. Earlier, Sushant's sister had said there were no financial problems in his life.",Entertainment,/en/news/sushant-often-felt-low-but-we-dont-know-why-he-was-depressed-actors-father-1592373034522,"2020-06-17,Wednesday"
77,Watch his films first: Salim on Abhinav accusing his family of sabotaging career,"After 'Dabangg' director Abhinav Kashyap accused Salman Khan and his family of sabotaging his career, Salman's father Salim Khan told Times of India, ""Watch his films first and then we'll talk."" ""He added my name in his statement, right? Maybe he doesn't know my father's name. His name is Rashid Khan. He should add my forefathers' names too,"" Salim added.",Entertainment,/en/news/watch-his-films-first-salim-on-abhinav-accusing-his-family-of-sabotaging-career-1592378676526,"2020-06-17,Wednesday"
78,"Spoke to Heath Ledger hours before his death, he asked me to wake him up: Shekhar","Filmmaker Shekhar Kapur has revealed he spoke to actor Heath Ledger hours before he died in 2008. He added they set a meeting and the actor asked him to wake him up at 9.30 am the next day. Shekhar said he didn't call him as Heath was jet-lagged and two hours later, his friend told him that the actor died.",Entertainment,/en/news/spoke-to-heath-ledger-hours-before-his-death-he-asked-me-to-wake-him-up-shekhar-1592322808485,"2020-06-16,Tuesday"
79,"Akshay Kumar helped actress who lost savings in PMC Bank crisis, Renuka Shahane reveals","Actress Renuka Shahane has revealed Akshay Kumar financially helped TV actress Nupur Alankar, who had lost her savings in the PMC Bank crisis and was facing problems due to her mother's ill health and lockdown. ""This angel has already helped so many actors, workers from the film industry without any expectation of even a thank you in return,"" she wrote.",Entertainment,/en/news/akshay-kumar-helped-actress-who-lost-savings-in-pmc-bank-crisis-renuka-shahane-reveals-1592319031097,"2020-06-16,Tuesday"
80,"In Dhoni's biopic, at times you forgot whether it was Sushant or MSD: Shane Watson","Reacting to the demise of actor Sushant Singh Rajput, former Australia all-rounder Shane Watson tweeted, ""I can't stop thinking about Sushant Singh Rajput. It is just so tragic!"" He added, ""In The Untold Story, at times you forgot whether it was Sushant or MSD. Amazing portrayal and now the world is much poorer with him not here in it. #gonetoosoon.""",Entertainment,/en/news/in-dhonis-biopic-at-times-you-forgot-whether-it-was-sushant-or-msd-shane-watson-1592319034618,"2020-06-16,Tuesday"
81,"If you haven't posted RIP on social media, you aren't considered to be grieving: Kriti","After Sushant Singh Rajput's suicide, actress Kriti Sanon has said social media is the ""most toxic place"". ""If you haven't posted RIP and said something publicly, you're considered not to be grieving, when in reality, those are the people grieving for real,"" she added. ""It seems social media is the new 'Real' world...and...Real world has become 'Fake',"" wrote Kriti. ",Entertainment,/en/news/if-you-havent-posted-rip-on-social-media-you-arent-considered-to-be-grieving-kriti-1592385045648,"2020-06-17,Wednesday"
82,"Don't have money for COVID-19 test, Salman please help me: 'Veergati' co-star Pooja","Salman Khan's 'Veergati' co-actor Pooja Dadwal recently shared she has developed coronavirus symptoms like fever and loss of taste. ""I'm in bad shape since the past week,"" she said, adding, ""I'm...scared but I don't have...money to get...tested."" Stating that Salman financially helped her before when she was in hospital, Pooja urged, ""I'm once again in trouble Salman, please help me.""",Entertainment,/en/news/dont-have-money-for-covid19-test-salman-please-help-me-veergati-costar-pooja-1592311919933,"2020-06-16,Tuesday"
83,"Blaming Karan for Sushant's demise ridiculous, he's the bigger victim: RGV","Commenting on Sushant Singh Rajput's suicide, filmmaker Ram Gopal Varma tweeted that blaming Karan Johar is ""ridiculous"" and it shows lack of understanding of how the film industry works. Calling those blaming Karan 'ignorant social lynch mob', RGV tweeted, ""Karan is a bigger victim."" He added, ""Without nepotism society will collapse...familial love is...fundamental tenet of a social structure.""",Entertainment,/en/news/blaming-karan-for-sushants-demise-ridiculous-hes-the-bigger-victim-rgv-1592382783758,"2020-06-17,Wednesday"
84,Will wait to cook Bihari mutton for you my friend: Manoj Bajpayee on Sushant's demise,"Actor Manoj Bajpayee took to Twitter to condole the demise of actor Sushant Singh Rajput, writing, ""Falling short of words to describe the shock and grief I am in right now!! Just one question why Sushant?"" He added, ""My heart goes out to his family...Will wait to cook Bihari mutton for you my friend!""",Entertainment,/en/news/will-wait-to-cook-bihari-mutton-for-you-my-friend-manoj-bajpayee-on-sushants-demise-1592315577673,"2020-06-16,Tuesday"
85,Industry has lost an irreplaceable gem: Sushant's upcoming film's director,"Mukesh Chhabra, director of Sushant Singh Rajput's upcoming film 'Dil Bechara', took to social media to share pictures of himself with the late actor. ""Sushant was like a brother to me, it's so...heartbreaking,"" he wrote. ""The industry has lost a gem, an irreplaceable gem. I still can't believe it. Our endless conversations have come to an abrupt end,"" Mukesh added.",Entertainment,/en/news/industry-has-lost-an-irreplaceable-gem-sushants-upcoming-films-director-1592309490919,"2020-06-16,Tuesday"
86,Abhinav had told me to stay out of his business: Anurag after his post on Salman,"Taking to Twitter, filmmaker Anurag Kashyap issued a statement after his brother Abhinav Kashyap alleged that Salman Khan and his family ""sabotaged"" his films. ""More than two years ago, Abhinav had told me clearly to stay out of his business and it's not my place to comment on anything he says or does,"" Anurag wrote.
",Entertainment,/en/news/abhinav-had-told-me-to-stay-out-of-his-business-anurag-after-his-post-on-salman-1592327701860,"2020-06-16,Tuesday"
87,Sushant Singh Rajput’s team launches website in his memory,"Sushant Singh Rajput's team on Tuesday launched a website 'selfmusing.com' as a collection of all his ""thoughts, learnings, dreams, and wishes, he always wanted people to know"". ""Yes, we are documenting all the positive energies he has left behind in this world,"" his team stated. ""He is away but he is still alive with us,"" Sushant's team added.",Entertainment,/en/news/sushant-singh-rajputs-team-launches-website-in-his-memory-1592378979322,"2020-06-17,Wednesday"
88,"Mithun, son Namashi to skip b'day celebration this year due to Sushant's death","Actor Mithun Chakraborty will not celebrate his birthday on June 16 this year due to the death of actor Sushant Singh Rajput and coronavirus pandemic, his son Namashi Chakraborty said. He added that he has also decided to not celebrate his birthday this year. ""We urge people to stay safe and stay indoors as much as they can,"" Namashi added.",Entertainment,/en/news/mithun-son-namashi-to-skip-bday-celebration-this-year-due-to-sushants-death-1592324412912,"2020-06-16,Tuesday"
89,Forever indebted: Akshay after 20 Indian soldiers martyred in Galwan Valley,"After 20 Indian soldiers were martyred in a face-off with China in the Galwan Valley, Akshay Kumar tweeted, ""Deeply saddened by the death of our bravehearts...will forever be indebted to them for their invaluable service to the nation."" Amitabh Bachchan also paid tribute and wrote, ""They sacrificed their lives to protect our country...salute Indian Army officers and jawans.""",Entertainment,/en/news/forever-indebted-akshay-after-20-indian-soldiers-martyred-in-galwan-valley-1592385004882,"2020-06-17,Wednesday"
90,My whole body started shaking: Sushant's 'Pavitra Rishta' co-actor on his death,"Actress Usha Nadkarni, who starred alongside Sushant Singh Rajput in show 'Pavitra Rishta', has said she couldn't believe when her hairdresser told her about Sushant's death. ""I thought it was...hoax,"" she said while adding, ""But then, the news was all over...it sadly turned out to be true. My whole body started shaking."" ""I...had tears rolling down my eyes,"" said Usha.",Entertainment,/en/news/my-whole-body-started-shaking-sushants-pavitra-rishta-coactor-on-his-death-1592319790731,"2020-06-16,Tuesday"
91,Neither the departed nor family is reading: Vidyut on not tweeting about Sushant,"Actor Vidyut Jammwal on Tuesday responded to a user who tweeted, ""Hey Vidyut, no tweet for Sushant [Singh Rajput]?"" Vidyut wrote, ""Silence speaks volumes if you stop & listen. Absent tears/inability to write heartfelt eulogies and remembrances could also be...way of expressing grief, Neither the departed soul nor the family is reading the Tweets, so who to write for?""",Entertainment,/en/news/neither-the-departed-nor-family-is-reading-vidyut-on-not-tweeting-about-sushant-1592326248011,"2020-06-16,Tuesday"
92,Not true: Sanjay Gupta on rumours of collaboration with Akshay for Shootout 3,"Filmmaker Sanjay Gupta has refuted reports which stated that he'll be teaming up with Akshay Kumar for the third instalment of the 'Shootout' franchise. Talking about the same, Sanjay said, ""[The news]...sounds mind-blowing but unfortunately, there's nothing like that."" He added, ""Like any filmmaker, I too would love to work with him, but as of now, it's not true.""",Entertainment,/en/news/not-true-sanjay-gupta-on-rumours-of-collaboration-with-akshay-for-shootout-3-1592314217630,"2020-06-16,Tuesday"
93,"Legends live on forever: Riddhima shares pic of dad Rishi, Irrfan, Sushant, Wajid","Rishi Kapoor's daughter Riddhima Kapoor Sahni took to Instagram stories to share a collage showing actors Rishi, Irrfan Khan, Sushant Singh Rajput and music composer Wajid Khan. ""Legends live on forever,"" she captioned. While Irrfan passed away on April 29, Rishi, Wajid and Sushant died on April 30, May 31 and June 14, respectively.",Entertainment,/en/news/legends-live-on-forever-riddhima-shares-pic-of-dad-rishi-irrfan-sushant-wajid-1592326086558,"2020-06-16,Tuesday"
94,Outsiders need double the talent: Dibakar on Sushant's suicide,"Director Dibakar Banerjee, who worked with Sushant Singh Rajput in 'Detective Byomkesh Bakshy!', said that for an outsider, it takes double the talent and hard work to convince the audience and industry that he or she is safe for box office. ""The trick is to define...success and failure ourselves...not let the narrative forced by...establishment to get to you,"" Dibakar added.",Entertainment,/en/news/outsiders-need-double-the-talent-dibakar-on-sushants-suicide-1592372344891,"2020-06-17,Wednesday"
95,BAFTA Awards 2021 pushed to April 11 due to COVID-19 pandemic,"British Academy of Film and Television Arts (BAFTA) announced April 11 as the new date for 2021 Film Awards. ""This change from the previously announced date of 14 February acknowledges the impact of global COVID-19 pandemic,"" BAFTA stated. Notably, this comes after Academy of Motion Picture Arts and Sciences (AMPAS) shifted Oscars 2021 date from February 28 to April 25.",Entertainment,/en/news/bafta-awards-2021-pushed-to-april-11-due-to-covid19-pandemic-1592374437933,"2020-06-17,Wednesday"
96,Sushant's death is proof that B'wood is very lonely place: 'Kedarnath' co-actor,"Actor Nitish Bharadwaj, who starred alongside Sushant Singh Rajput in 2018 film 'Kedarnath', has said Sushant's death is proof that Bollywood is a very lonely place. ""This shows how difficult it is to make good friends here, you can't talk to anyone about your problems,"" he added. ""This is an example of what loneliness can do to people,"" Nitish said.",Entertainment,/en/news/sushants-death-is-proof-that-bwood-is-very-lonely-place-kedarnath-coactor-1592328000050,"2020-06-16,Tuesday"
97,Investment platform Groww launches stock trading,"Online mutual funds platform Groww, has enabled buying/selling of stocks on their app & website. The platform charges zero brokerage on investing. Aiming to simplify the stock investing experience, Groww has been built with an intuitive UI and provides detailed data for analysing stocks. A new account on Groww gets opened in minutes, unlike days on other platforms.",Business,/en/news/investment-platform-groww-launches-stock-trading-1592281821973,"2020-06-16,Tuesday"
98,NRI businessman charters flight to evacuate 120 staff from UAE to Kerala,"A businessman from Kerala based in Sharjah chartered an aircraft to fly his 120 employees to Kochi after they were stranded due to coronavirus pandemic. The Air Arabia flight also carried 50 others looking for tickets after they lost their jobs in the UAE. Mr Hari Kumar, General Manager of Elite Group of Companies, said, ""I only did my job"".",Business,/en/news/nri-businessman-charters-flight-to-evacuate-120-staff-from-uae-to-kerala-1592227126540,"2020-06-15,Monday"
99,Only 10% companies were systems resilient before COVID-19: Accenture research,"Only the top 10% of companies were systems resilient before COVID-19, according to Accenture's research of 8,300 companies. Systems resilience describes a system’s ability to operate during a major disruption or crisis by preventing outages, mitigating their impact, or recovering from them. Accenture analysed the companies on applications, architecture, data, cloud, infrastructure and network.",Business,/en/news/only-10-companies-were-systems-resilient-before-covid19-accenture-research-1592222135027,"2020-06-15,Monday"
100,"Tata Motors plans to fire 1,100 contract workers at Jaguar Land Rover","Tata Motors plans to fire nearly 1,100 contract-agency employees at Jaguar Land Rover (JLR), amid the coronavirus pandemic. This comes after it raised the cost-cutting target at the luxury unit by £1 billion (around ₹9,600 crore). JLR, which is the UK’s largest automotive manufacturer, has posted a loss of £501 million (about ₹4,800 crore) before tax in the March quarter.",Business,/en/news/tata-motors-plans-to-fire-1100-contract-workers-at-jaguar-land-rover-1592293381092,"2020-06-16,Tuesday"
101,Malaysia gets two new billionaires this year as rubber glove demand increases,"Malaysia, that produces 65% of the world's rubber gloves, has four billionaires from the glove-making industry, including two who became billionaires this year as demand for gloves increased amid COVID-19 pandemic. Supermax Corp's Thai Kim Sim is the latest to become a billionaire as company's stock soared 394% in 2020. Companies Top Glove, Hartalega and Kossan gave three other billionaires.",Business,/en/news/malaysia-gets-two-new-billionaires-this-year-as-rubber-glove-demand-increases-1592310694812,"2020-06-16,Tuesday"
102,"Ex-eBay execs charged with sending live cockroaches, 'bloody pig mask' to couple","Six former eBay employees, including its senior safety director, were charged in the US for ""cyberstalking"" the editor and publisher of an e-commerce newsletter viewed as ""critical"" of eBay. They allegedly sent the couple anonymous threats, live spiders, cockroaches, a funeral wreath and a ""bloody pig mask"", spied on the victims and ordered a ""preserved fetal pig"", which wasn't delivered.",Business,/en/news/exebay-execs-charged-with-sending-live-cockroaches-bloody-pig-mask-to-couple-1592291281286,"2020-06-16,Tuesday"
103,Saudi wealth fund PIF to invest $1.5 bn in Jio Platforms for 2.33% stake: Report,"Saudi Arabia's sovereign wealth fund Public Investment Fund (PIF) is set to invest around $1.5 billion (nearly ₹11,000 crore) in Mukesh Ambani-led Jio Platforms for 2.33% stake, Gulf News reported. If the investment goes through, it will mark the eleventh deal closed by the RIL unit in recent weeks. Jio has sold 22.38% stake for ₹1,04,326.95 crore within eight weeks.",Business,/en/news/saudi-wealth-fund-pif-to-invest-$15-bn-in-jio-platforms-for-233-stake-report-1592283007877,"2020-06-16,Tuesday"
104,"Pinterest's two policy officials resign alleging racial discrimination, retaliation","Two black women who worked in image-sharing website Pinterest's public policy team said they left after facing workplace racial discrimination. Ifeoma Ozoma said she was underpaid, doxxed by a white colleague, got ""inadequate"" company response and faced a retaliatory performance review. Her colleague, Aerica Shimizu Banks, alleged she faced disparaging remarks about her ethnicity from her manager.",Business,/en/news/pinterests-two-policy-officials-resign-alleging-racial-discrimination-retaliation-1592279784451,"2020-06-16,Tuesday"
105,You can't play games: SC to car dealers for violating order on BS-IV vehicle sales,"Supreme Court criticised Federation of Automobile Dealers Associations of India (FADA) for not following its order permitting limited sale of BS-IV vehicles after March 31. A bench observed the sale of 1.05 lakh vehicles were allowed but 2.55 lakh vehicles were sold. ""You cannot play games with Supreme Court. Why didn't you file second affidavit by May?"" SC asked FADA.",Business,/en/news/you-cant-play-games-sc-to-car-dealers-for-violating-order-on-bsiv-vehicle-sales-1592298616580,"2020-06-16,Tuesday"
106,"China's Great Wall Motors to invest $1 bn in India, signs MoU with Maharashtra","Chinese carmaker Great Wall Motors has committed an investment of $1 billion (₹7,600 crore) in India in a phased manner and signed a Memorandum of Understanding with Maharashtra government to upgrade its Talegaon plant. It had acquired the facility from General Motors. The plant, along with the R&D centre in Bengaluru, will generate employment for over 3,000 people, it said.",Business,/en/news/chinas-great-wall-motors-to-invest-$1-bn-in-india-signs-mou-with-maharashtra-1592371024214,"2020-06-17,Wednesday"
107,SoftBank completes $4.7 billion share buyback program in 3 months,"SoftBank Group has completed its $4.7 billion buyback program in just three months. Since March, the Japanese company has bought back 107.68 million shares of its own stock as of June 15, a company filing showed. The Masayoshi Son-led group has already lined up a second re-purchase of as much as 2 trillion yen (around $18.6 billion), without a timeframe.",Business,/en/news/softbank-completes-$47-billion-share-buyback-program-in-3-months-1592221384084,"2020-06-15,Monday"
108,"Petrol, diesel rates hiked for 10th straight day; jet fuel price up by 16.3% in Delhi","Petrol and diesel prices were on Tuesday hiked for the tenth straight day. In Delhi, petrol price was hiked by 47 paise to ₹76.73 per litre, while diesel rate was raised by 57 paise to ₹75.19 a litre. The Aviation Turbine Fuel (ATF) price was increased by ₹5,494.5 per kilolitre or 16.3% to ₹39,069.87 a kilolitre in the national capital.",Business,/en/news/petrol-diesel-rates-hiked-for-10th-straight-day-jet-fuel-price-up-by-163-in-delhi-1592294430964,"2020-06-16,Tuesday"
109,"China billionaire held hostage, rescued after son swims across river to alert police","He Xiangjian, China's seventh-richest person according to Bloomberg, was held hostage at his house in Foshan, and rescued after his 55-year-old son managed to escape and swim across a river to alert police, the local media reported. Xiangjian, the billionaire founder of home appliance manufacturing giant Midea Group, was held hostage by five people, who were reportedly armed with explosives.",Business,/en/news/china-billionaire-held-hostage-rescued-after-son-swims-across-river-to-alert-police-1592321485931,"2020-06-16,Tuesday"
110,India's merchandise exports fall by 36% in May from a year ago,"India's merchandise exports declined by more than a third in May from a year ago, Commerce Ministry data showed on Monday. Merchandise exports were down by 36.47% to $19.05 billion in May, while imports were down 51.05% to $22.20 billion. In April, merchandise exports and imports had declined by 60.3% and 58.7%, respectively.",Business,/en/news/indias-merchandise-exports-fall-by-36-in-may-from-a-year-ago-1592230728050,"2020-06-15,Monday"
111,"Sensex rises 700 points in opening session, Nifty reclaims 10,000 mark","Equity benchmark index Sensex jumped by more than 700 points to 33,954 in Tuesday's opening session, on the back of gains in the global markets. Meanwhile, the broader Nifty50 crossed the 10,000-mark by rising over 200 points. All 30 Sensex stocks were trading in the green, with ICICI Bank, HDFC and Tata Steel leading the gains.",Business,/en/news/sensex-rises-700-points-in-opening-session-nifty-reclaims-10000-mark-1592282688644,"2020-06-16,Tuesday"
112,AirAsia India suspended me for flagging safety violations: YouTuber pilot Gaurav,"AirAsia India pilot Gaurav Taneja, who runs the YouTube channel 'Flying Beast', has claimed he was suspended for flagging various safety violations at the airline. He alleged AirAsia India asked pilots to do 98% of landings using a technique that saves fuel but may endanger lives of passengers. He also alleged that the airline discouraged pilots from taking sick leaves.",Business,/en/news/airasia-india-suspended-me-for-flagging-safety-violations-youtuber-pilot-gaurav-1592365541661,"2020-06-17,Wednesday"
113,India gets its first natural gas trading platform,"India's first automated natural gas trading platform went live on Monday, after being launched by Oil Minister Dharmendra Pradhan. The Indian Gas Exchange (IGX) features multiple buyers and sellers to trade in spot and forward contracts at designated physical hubs. Set up by the Indian Energy Exchange (IEX), the platform already has 12 members and over 300 clients so far.",Business,/en/news/india-gets-its-first-natural-gas-trading-platform-1592216348259,"2020-06-15,Monday"
114,India's fuel demand reaches 80-85% of pre-COVID-19 levels in June,"Fuel demand in India has reached 80-85% of pre-COVID-19 levels in the first half of June as lockdown restrictions relaxed. However, Oil Minister Dharmendra Pradhan said getting back to the 5% growth trajectory may take up to two years. Fuel demand in India had fallen by about 70%, its lowest since 2007, due to lockdown imposed because of COVID-19.",Business,/en/news/indias-fuel-demand-reaches-8085-of-precovid19-levels-in-june-1592312732345,"2020-06-16,Tuesday"
115,Services-dependent economies suffering most from COVID-19 crisis: IMF,"The economic crisis triggered by the coronavirus pandemic has had the worst impact on countries that depend on the services sector, including tourism industry, IMF Chief Economist Gita Gopinath said. She added that the IMF sees ""profound uncertainty"" about the path of recovery and is likely to forecast worse contraction in the global economy than previously estimated for 2020.",Business,/en/news/servicesdependent-economies-suffering-most-from-covid19-crisis-imf-1592322303693,"2020-06-16,Tuesday"
116,UK jobless claims double to nearly 3 million amid COVID-19 lockdown,"Unemployment claims in the UK nearly doubled to 3 million amid COVID-19 lockdown, with over 1.5 million people seeking unemployment benefits in the two months through May, Office for National Statistics said. Moreover, UK recorded the largest drop in job vacancies between March-May since the record began in 2001. The unemployment rate remained flat at 3.9% between February and April.",Business,/en/news/uk-jobless-claims-double-to-nearly-3-million-amid-covid19-lockdown-1592309765778,"2020-06-16,Tuesday"
117,Aiming to operate 70% of pre-COVID-19 flights by 2020-end: IndiGo CEO,"IndiGo CEO Ronojoy Dutta has said that the airline aims to operate 70% of its pre-COVID-19 flights by the end of 2020. Dutta added that the Centre should allow airlines to operate 50% of their pre-COVID-19 domestic flights instead of the current 33%. Further, the IndiGo CEO said resuming international passenger services in July would be a ""good idea"".",Business,/en/news/aiming-to-operate-70-of-precovid19-flights-by-2020end-indigo-ceo-1592304425380,"2020-06-16,Tuesday"
118,We're probing AirAsia India: DGCA after pilot alleges safety violations,"The Directorate General of Civil Aviation (DGCA) has said that they are investigating AirAsia India after its pilot Gaurav Taneja in a video on YouTube alleged violations of safety norms by the low-cost airliner. In its tweet, DGCA said that they ""shall take appropriate action based on the outcome of the said investigation"". ",Business,/en/news/were-probing-airasia-india-dgca-after-pilot-alleges-safety-violations-1592279060285,"2020-06-16,Tuesday"
119,India 9th largest recipient of FDI in 2019 with $51 bn of inflows: UN,"India was the world's ninth largest recipient of foreign direct investment (FDI) in 2019, with $51 billion of inflows during the year, according to the UN Conference on Trade and Development (UNCTAD). In 2018, India received FDI of $42 billion. FDI flows to South Asia increased by 10% to $57 billion in 2019, the UN trade body's report said.",Business,/en/news/india-9th-largest-recipient-of-fdi-in-2019-with-$51-bn-of-inflows-un-1592311183920,"2020-06-16,Tuesday"
120,"Tata Motors reports ₹9,894 cr loss in Q4 against ₹1,108 cr profit a year ago","Tata Motors reported a loss of ₹9,894 crore for the fourth quarter, compared to ₹1,108 crore profit in the same quarter last year. Its revenue from operations fell 28% year-on-year to ₹62,493 crore against ₹86,422 crore during the same time last year. TML's total wholesales for the fourth quarter fell 47% to 1,01,069 units from 1,92,339 units a year ago.",Business,/en/news/tata-motors-reports-₹9894-cr-loss-in-q4-against-₹1108-cr-profit-a-year-ago-1592299673872,"2020-06-16,Tuesday"
